N,P,K,temperature,humidity,ph,rainfall,target_crop,Moisture,Soil Type,Fertilizer Name,Yield_Score,Risk_Score
24.0,70.0,21.0,19.14729038,45.3733757,5.517208078,132.7748215,pigeonpeas,41.0,,Organic Manure,0.1100166666666666,0.0762372354419661
38.0,72.0,21.0,28.23416057,49.4421345,5.902103172,186.5008581,pigeonpeas,41.0,,Organic Manure,0.1253233333333333,0.1695526579643904
9.0,66.0,21.0,30.11812084,34.13307843,5.719889876,157.0858232,pigeonpeas,41.0,,Organic Manure,0.0918399999999999,0.0338235878024513
34.0,56.0,17.0,33.4126864,35.42910045,4.548202098,139.6702541,pigeonpeas,41.0,,Organic Manure,0.1023633333333333,0.1136116877796216
1.0,76.0,19.0,24.18553163,46.68746847,6.6695294160000005,177.3377996,pigeonpeas,41.0,,Organic Manure,0.1311999999999999,0.0042426918209242
6.0,69.0,19.0,26.88630675,41.69617915,4.7509292180000005,94.46748008,pigeonpeas,41.0,,Organic Manure,0.0899266666666666,0.0135604390936202
26.0,73.0,21.0,31.33170829,57.97429171,4.946263888,161.7820226,pigeonpeas,41.0,,Organic Manure,0.1147999999999999,0.1006337786177064
27.0,61.0,18.0,33.30711818,67.07780816,5.266227032,108.5090168,pigeonpeas,41.0,,Organic Manure,0.1014066666666666,0.070092211677555
27.0,71.0,23.0,23.45379018,46.48714759,7.10959773,150.87122019999995,pigeonpeas,41.0,,Organic Manure,0.1653666666666666,0.0974563940782976
36.0,61.0,21.0,34.53823889,39.04468913,5.617008201,168.5948318,pigeonpeas,41.0,,Organic Manure,0.1128866666666666,0.1452067915553772
17.0,73.0,18.0,19.50112224,34.51086611,5.632353113,197.3752649,pigeonpeas,41.0,,Organic Manure,0.10332,0.0802752780673823
26.0,72.0,22.0,28.76794904,37.57792132,4.674941549,91.72084869,pigeonpeas,41.0,,Organic Manure,0.1147999999999999,0.0570534070062838
17.0,64.0,16.0,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas,41.0,,Organic Manure,0.1325666666666666,0.0735000590195804
14.0,74.0,19.0,18.39759147,36.82639309,6.624966131,93.12330644,pigeonpeas,41.0,,Organic Manure,0.1462333333333333,0.0311908057980986
39.0,60.0,15.0,35.09357419,30.98685456,5.004074623999999,116.9106908,pigeonpeas,41.0,,Organic Manure,0.1090599999999999,0.1090834851759079
6.0,66.0,15.0,34.93174223,30.40046769,6.3458060110000005,159.2649827,pigeonpeas,41.0,,Organic Manure,0.1188999999999999,0.0228618683998015
8.0,59.0,18.0,29.50523036,35.72032498,6.216814453,187.8961851,pigeonpeas,41.0,,Organic Manure,0.1161666666666666,0.0359623547604517
2.0,67.0,18.0,34.51934775,47.52980027,5.921666758,129.0064612,pigeonpeas,41.0,,Organic Manure,0.0832299999999999,0.0061727918020205
1.0,76.0,17.0,28.43430726,52.10010827,6.012719118,147.0414824,pigeonpeas,41.0,,Organic Manure,0.1284666666666666,0.0035178720843621
16.0,73.0,19.0,18.41645629,34.80541039,4.684079249,163.27474730000003,pigeonpeas,41.0,,Organic Manure,0.10332,0.062499878671839
23.0,75.0,25.0,31.07508973,47.19847683,7.077170002000001,91.31256412,pigeonpeas,41.0,,Organic Manure,0.1680999999999999,0.0502456588821321
32.0,70.0,20.0,20.89342749,46.24856523,6.208843215,195.5697875,pigeonpeas,41.0,,Organic Manure,0.1667333333333333,0.1497241697538041
28.0,59.0,22.0,30.90607799,52.79913039,7.05181629,170.99198280000005,pigeonpeas,41.0,,Organic Manure,0.1489666666666666,0.114544423569903
5.0,62.0,23.0,27.9348279,66.45457122,4.722222454,145.3728801,pigeonpeas,41.0,,Organic Manure,0.0861,0.017389759283572
36.0,67.0,25.0,35.95176642,36.52780776,6.418062652000001,136.0456753,pigeonpeas,41.0,,Organic Manure,0.1749333333333333,0.1171729631589907
1.0,66.0,23.0,19.54317155,56.92831399,4.803564468,173.1686574,pigeonpeas,41.0,,Organic Manure,0.0861,0.0041429477982054
24.0,73.0,20.0,19.63736208,32.31528909,4.608695247,176.4134092,pigeonpeas,41.0,,Organic Manure,0.1119299999999999,0.1012938331255848
17.0,67.0,18.0,31.2192752,56.46868874,5.611510977000001,129.20286529999998,pigeonpeas,41.0,,Organic Manure,0.0975799999999999,0.0525486106089074
5.0,55.0,18.0,33.50876355,45.70976142,7.322097972000001,126.6738117,pigeonpeas,41.0,,Organic Manure,0.1066,0.0151529438742648
5.0,56.0,24.0,24.80710166,45.01110015,5.023115055,188.4928637,pigeonpeas,41.0,,Organic Manure,0.0813166666666666,0.0225478474675563
37.0,77.0,17.0,36.20970524,31.94550613,5.617122801,191.0658531,pigeonpeas,41.0,,Organic Manure,0.1253233333333333,0.1691316840473271
13.0,73.0,20.0,30.50420876,35.48885969,5.391560417999999,162.59277230000004,pigeonpeas,41.0,,Organic Manure,0.1014066666666666,0.0505690458974313
6.0,63.0,23.0,26.01630259,49.94704718,5.906596905,160.33374469999995,pigeonpeas,41.0,,Organic Manure,0.0880133333333333,0.0230152850252297
16.0,77.0,22.0,31.48469278,35.6395615,6.574209678,100.546816,pigeonpeas,41.0,,Organic Manure,0.1571666666666666,0.0384882776103351
25.0,64.0,20.0,33.15122581,32.45974539,4.807776748999999,105.03802749999998,pigeonpeas,41.0,,Organic Manure,0.1042766666666666,0.0628241668112285
34.0,75.0,24.0,23.50222822,51.29019509,4.760038038999999,192.3023991,pigeonpeas,41.0,,Organic Manure,0.1272366666666666,0.1564241453314674
20.0,77.0,23.0,34.87248659,38.83786012,5.180271502,148.25027859999997,pigeonpeas,41.0,,Organic Manure,0.1147999999999999,0.0709358349866385
35.0,80.0,25.0,28.09269012,44.93322042,4.895927306,197.1144011,pigeonpeas,41.0,,Organic Manure,0.1339333333333333,0.1650541964132232
14.0,75.0,24.0,24.54757829,57.3414485,6.436160044,118.3606557,pigeonpeas,41.0,,Organic Manure,0.1544333333333333,0.0396438267411922
36.0,80.0,21.0,33.64769646,48.41490082,7.066087261,100.4673278,pigeonpeas,41.0,,Organic Manure,0.1872333333333333,0.0865301632928249
7.0,77.0,18.0,20.5591255,60.54880693,6.655918077999999,191.0895109,pigeonpeas,41.0,,Organic Manure,0.1394,0.0320018481537474
29.0,78.0,25.0,19.95991719,59.33157782,5.982854522999999,195.787103,pigeonpeas,41.0,,Organic Manure,0.12628,0.1358383036781289
30.0,60.0,21.0,28.87667593,62.4901206,5.457871272999999,182.2688175,pigeonpeas,41.0,,Organic Manure,0.1061899999999999,0.1308198967666872
20.0,74.0,16.0,36.04353699,43.61444121,4.759490199,159.8938645,pigeonpeas,41.0,,Organic Manure,0.1052333333333333,0.0765071397818469
19.0,57.0,23.0,23.6734328,47.2879691,7.342409555,141.12507219999995,pigeonpeas,41.0,,Organic Manure,0.1353,0.0641501903548788
3.0,60.0,19.0,25.74679443,40.7192594,4.820788186000001,100.7791633,pigeonpeas,41.0,,Organic Manure,0.0784466666666666,0.007233228327242
5.0,77.0,19.0,31.08564994,66.68832981,6.242052013,175.9303271,pigeonpeas,41.0,,Organic Manure,0.1380333333333333,0.0210450947717661
5.0,68.0,20.0,18.72987676,61.33186249,5.001038726,139.8710041,pigeonpeas,41.0,,Organic Manure,0.08897,0.0167316152117049
37.0,73.0,21.0,29.50304807,63.46513414,5.560224582999999,189.5208915,pigeonpeas,41.0,,Organic Manure,0.1253233333333333,0.1677640824955223
9.0,59.0,24.0,20.43517772,39.37252634,4.747352458,137.22796619999997,pigeonpeas,41.0,,Organic Manure,0.0880133333333333,0.0295478106754927
20.0,72.0,15.0,36.00415838,56.01334416,7.313517308,134.8596466,pigeonpeas,41.0,,Organic Manure,0.1462333333333333,0.0645285912978648
31.0,56.0,23.0,31.46846241,35.39454002,5.661826398,174.5723999,pigeonpeas,41.0,,Organic Manure,0.1052333333333333,0.1294724742353247
0.0,70.0,21.0,36.30049702,56.03021253,4.672437054,101.6073988,pigeonpeas,41.0,,Organic Manure,0.0870566666666666,0.0
21.0,74.0,15.0,29.49096726,67.10604388,6.471862118,153.2504506,pigeonpeas,41.0,,Organic Manure,0.1503333333333333,0.0769947700399066
13.0,67.0,18.0,30.5753044,34.75591197,5.384762927000001,177.5764304,pigeonpeas,41.0,,Organic Manure,0.0937533333333333,0.0552292118042668
27.0,74.0,20.0,24.69487673,59.96669215,5.8598134160000015,91.95792434,pigeonpeas,41.0,,Organic Manure,0.1157566666666666,0.0594009096050336
29.0,72.0,24.0,23.17409556,36.67847052,6.962386495,162.5931264,pigeonpeas,41.0,,Organic Manure,0.1708333333333333,0.1128081172941182
5.0,68.0,20.0,19.04380471,33.10695144,6.12166671,155.3705624,pigeonpeas,41.0,,Organic Manure,0.1271,0.0185856996025025
39.0,57.0,19.0,29.32379604,45.93248374,6.421748487,165.4113371,pigeonpeas,41.0,,Organic Manure,0.1571666666666666,0.1543369987381424
22.0,62.0,16.0,34.6455408,54.32342534,4.828936119,180.9009998,pigeonpeas,41.0,,Organic Manure,0.0956666666666666,0.095214659635748
18.0,55.0,23.0,21.9989826,56.31006755,6.98571967,136.82743119999998,pigeonpeas,41.0,,Organic Manure,0.1311999999999999,0.0589231356299384
39.0,77.0,21.0,22.99774444,60.24218572,4.603563116,159.689339,pigeonpeas,41.0,,Organic Manure,0.1310633333333333,0.1489980901178374
13.0,75.0,20.0,30.55992394,35.29006485,6.979540061,178.8998611,pigeonpeas,41.0,,Organic Manure,0.1475999999999999,0.0556408206775498
27.0,71.0,24.0,31.46417866,48.17631461,7.064973419,165.40535400000005,pigeonpeas,41.0,,Organic Manure,0.1667333333333333,0.1068448266058653
26.0,64.0,22.0,25.95058595,40.58227261,5.16516459,109.1821183,pigeonpeas,41.0,,Organic Manure,0.1071466666666666,0.0679148952735026
23.0,55.0,16.0,21.01142393,69.69141302,5.111488821,185.2039114,pigeonpeas,41.0,,Organic Manure,0.0899266666666666,0.101910319193444
4.0,69.0,19.0,19.25100056,47.70351758,5.374358869,149.063196,pigeonpeas,41.0,,Organic Manure,0.0880133333333333,0.0142649610832326
20.0,67.0,19.0,19.24462755,50.54495302,5.671419084,180.6465282,pigeonpeas,41.0,,Organic Manure,0.1014066666666666,0.0864370201278283
7.0,74.0,17.0,22.47253208,62.56532471,5.667419697000001,96.74706956,pigeonpeas,41.0,,Organic Manure,0.0937533333333333,0.0162022761730725
17.0,64.0,18.0,36.75087487,58.25799145,6.07938452,124.6028153,pigeonpeas,41.0,,Organic Manure,0.1353,0.0506777059995534
35.0,71.0,17.0,29.89286629,66.35375127,6.931924962999999,198.1403003,pigeonpeas,41.0,,Organic Manure,0.1680999999999999,0.165913235464211
11.0,72.0,22.0,29.37735586,44.82294584,6.842744374,172.40168,pigeonpeas,41.0,,Organic Manure,0.1435,0.0453705819757198
20.0,60.0,22.0,29.65052947,42.89833235,6.876572502999999,186.9226052,pigeonpeas,41.0,,Organic Manure,0.1394,0.089440041549708
10.0,71.0,18.0,19.54284889,66.34777265,6.151029296,173.11069819999997,pigeonpeas,41.0,,Organic Manure,0.1353,0.0414156116194205
33.0,61.0,24.0,20.04611791,48.93905624,4.567446499,122.4564203,pigeonpeas,41.0,,Organic Manure,0.1128866666666666,0.0966797839036316
3.0,49.0,18.0,27.91095209,64.70930606,3.692863601,32.67891866,mothbeans,41.0,,Organic Manure,0.0669666666666666,0.0023454657928793
22.0,59.0,23.0,27.32220619,51.27868781,4.371745575,36.5037914,mothbeans,41.0,,Organic Manure,0.0994933333333333,0.0192132496636723
36.0,58.0,25.0,28.66024187,59.3189118,8.399135957999999,36.92629678,mothbeans,41.0,,Organic Manure,0.1138433333333333,0.0318037571033387
4.0,43.0,18.0,29.02955344,61.09387478,8.840656256,72.98016599,mothbeans,41.0,,Organic Manure,0.0621833333333333,0.0069840125237567
29.0,54.0,16.0,27.78031515,54.65030015,8.153022903,32.05025323,mothbeans,41.0,,Organic Manure,0.0947099999999999,0.0222366640320413
32.0,43.0,22.0,31.99928579,54.1077461,5.270749441,71.6266696,mothbeans,41.0,,Organic Manure,0.0927966666666666,0.0548358914491843
14.0,55.0,15.0,27.33580911,55.27755933,8.050304395,73.44775287,mothbeans,41.0,,Organic Manure,0.08036,0.0246006578122411
5.0,35.0,20.0,28.92952635,53.57014709,9.679240873,66.35634104,mothbeans,41.0,,Organic Manure,0.0573999999999999,0.0079376620785833
25.0,57.0,24.0,27.65472156,58.59986279,6.974978386,36.94255012,mothbeans,41.0,,Organic Manure,0.1448666666666666,0.0220956636982834
11.0,53.0,24.0,28.52396666,55.77264351,7.39389918,61.32935611,mothbeans,41.0,,Organic Manure,0.1202666666666666,0.016139915683576
40.0,49.0,17.0,31.02215872,45.89239456,6.68727523,53.56783314,mothbeans,41.0,,Organic Manure,0.1448666666666666,0.0512630263915177
38.0,56.0,25.0,25.74095321,45.38497051,7.88118645,67.43488235,mothbeans,41.0,,Organic Manure,0.1138433333333333,0.0613067610435753
27.0,43.0,23.0,31.70447482,56.85420099,5.875333778,44.94317432,mothbeans,41.0,,Organic Manure,0.08897,0.0290313798871201
24.0,38.0,22.0,24.47876451,58.51663927,8.202706015,34.96933295,mothbeans,41.0,,Organic Manure,0.08036,0.0200788465707532
23.0,45.0,21.0,31.46511256,51.79939437,8.985348193,74.44330654,mothbeans,41.0,,Organic Manure,0.0851433333333333,0.0409631798484078
29.0,57.0,20.0,25.60973447,50.7330069,5.87707519,53.39249517,mothbeans,41.0,,Organic Manure,0.1014066666666666,0.0370440435651958
31.0,35.0,23.0,30.30260453,47.18283631,7.707595055,68.04039813,mothbeans,41.0,,Organic Manure,0.0851433333333333,0.0504624940648917
0.0,55.0,25.0,28.17489437,43.6672299,4.524171562,45.78172762,mothbeans,41.0,,Organic Manure,0.0765333333333333,0.0
7.0,45.0,22.0,25.50634557,44.8302551,9.926212291,74.32635105,mothbeans,41.0,,Organic Manure,0.0707933333333333,0.0124474681468465
17.0,58.0,25.0,31.12896766,43.58788762,6.455592696,32.76742894,mothbeans,41.0,,Organic Manure,0.1366666666666666,0.0133269711939051
11.0,44.0,17.0,26.34043268,55.59160391,8.016210782,35.1051197,mothbeans,41.0,,Organic Manure,0.0688799999999999,0.0092385393872977
22.0,49.0,22.0,28.23494706,61.5620517,3.71105919,72.66666443,mothbeans,41.0,,Organic Manure,0.08897,0.0382470618084862
9.0,51.0,19.0,27.04453473,49.32609633,5.49091063,48.25207759,mothbeans,41.0,,Organic Manure,0.0755766666666666,0.0103895969080426
28.0,48.0,15.0,25.16125354,55.25435777,9.254089438,40.89732789,mothbeans,41.0,,Organic Manure,0.0870566666666666,0.0273963771400244
26.0,50.0,19.0,27.3179125,51.66921088,6.005242945,32.55919573,mothbeans,41.0,,Organic Manure,0.1298333333333333,0.0202528985755392
36.0,56.0,20.0,25.4123765,49.66474269,7.437078236,31.87416982,mothbeans,41.0,,Organic Manure,0.1530666666666666,0.0274524781313814
8.0,60.0,18.0,31.21629982,46.01868196,3.808429173,53.1205277,mothbeans,41.0,,Organic Manure,0.0822733333333333,0.0101669933383325
24.0,37.0,21.0,30.573999,58.22686794,5.818219385,62.74803826,mothbeans,41.0,,Organic Manure,0.0784466666666666,0.0360289466956588
22.0,43.0,24.0,25.42517036,53.22082660000001,4.52363558,46.19374559,mothbeans,41.0,,Organic Manure,0.0851433333333333,0.0243134187678059
36.0,43.0,24.0,27.09400578,43.65305437,3.510404312,41.53749535,mothbeans,41.0,,Organic Manure,0.0985366666666666,0.0357752747496729
22.0,44.0,24.0,24.30935081,56.32938343,6.030447288,58.99536268,mothbeans,41.0,,Organic Manure,0.1229999999999999,0.0310513672333153
17.0,43.0,22.0,30.06142622,45.90067655,5.498340807999999,41.0550915,mothbeans,41.0,,Organic Manure,0.0784466666666666,0.016697679356702
8.0,45.0,15.0,28.09568993,60.98353839999999,4.61136408,33.84110759,mothbeans,41.0,,Organic Manure,0.0650533333333333,0.0064770123778217
7.0,56.0,23.0,26.33908791,40.00933429,5.545219232000001,55.50429227,mothbeans,41.0,,Organic Manure,0.0822733333333333,0.0092953293183909
36.0,57.0,16.0,28.61409059,57.14218792,8.292875733999999,57.02891698,mothbeans,41.0,,Organic Manure,0.1042766666666666,0.049117674439554
11.0,45.0,19.0,28.70012137,44.359648,3.828031463,44.11622138,mothbeans,41.0,,Organic Manure,0.07175,0.0116099717739426
6.0,36.0,22.0,24.21610338,59.79236306,8.869532817,42.24783476,mothbeans,41.0,,Organic Manure,0.0612266666666666,0.0060645122492433
17.0,57.0,20.0,28.50677929,45.20094476,3.793575185,66.1761456,mothbeans,41.0,,Organic Manure,0.0899266666666666,0.0269147630639485
4.0,47.0,20.0,25.97948991,64.95585424,4.193189124,72.19245835,mothbeans,41.0,,Organic Manure,0.0679233333333333,0.0069086309464721
9.0,49.0,16.0,30.88482722,41.36561835,7.661537347999999,55.053805,mothbeans,41.0,,Organic Manure,0.0707933333333333,0.0118541391536377
25.0,51.0,24.0,25.5042419,61.66852372,9.392694614,65.07981523,mothbeans,41.0,,Organic Manure,0.0956666666666666,0.0389248090940536
36.0,44.0,21.0,25.12528913,51.33189406,4.516154055,38.48678973,mothbeans,41.0,,Organic Manure,0.0966233333333333,0.0331477732401032
21.0,38.0,20.0,27.10508014,63.56791363,5.794289715,62.20279647,mothbeans,41.0,,Organic Manure,0.0755766666666666,0.0312513926797339
37.0,57.0,20.0,31.1006247,44.82069159,7.354286985,70.79934452,mothbeans,41.0,,Organic Manure,0.1558,0.0626716505007691
32.0,48.0,18.0,26.45707778,56.40226277,5.993513566,64.16167699,mothbeans,41.0,,Organic Manure,0.0937533333333333,0.0491208480621758
29.0,44.0,20.0,30.04132304,63.56222995,8.620107545,31.83192392,mothbeans,41.0,,Organic Manure,0.08897,0.0220851858056455
25.0,51.0,18.0,27.77799528,54.82130787,9.45949344,50.28438729,mothbeans,41.0,,Organic Manure,0.0899266666666666,0.0300755336928559
10.0,44.0,24.0,30.99256944,43.02151392,8.0344125,58.27600682,mothbeans,41.0,,Organic Manure,0.0746199999999999,0.013942156610098
23.0,35.0,18.0,26.4908332,47.36534833,5.414492777,36.99362831,mothbeans,41.0,,Organic Manure,0.0727066666666666,0.0203561168913613
9.0,60.0,23.0,31.96987867,57.17377029,6.2760043360000015,64.25520357,mothbeans,41.0,,Organic Manure,0.1257333333333333,0.0138353765823106
3.0,58.0,21.0,25.36140526,46.82652785,9.160691747,55.60523179,mothbeans,41.0,,Organic Manure,0.0784466666666666,0.003990957302642
22.0,42.0,22.0,25.54249137,56.96640758,7.887658711,48.46797044,mothbeans,41.0,,Organic Manure,0.0822733333333333,0.0255104245625075
12.0,39.0,21.0,28.99319096,62.85948245,8.183844843,70.4713043,mothbeans,41.0,,Organic Manure,0.0688799999999999,0.020231762909286
39.0,36.0,22.0,29.34317422,60.50320928,9.072011412,34.03335472,mothbeans,41.0,,Organic Manure,0.0927966666666666,0.0317548114691794
32.0,41.0,16.0,28.63618921,61.39451307,7.702287236,68.54877876,mothbeans,41.0,,Organic Manure,0.0851433333333333,0.0524795221116564
30.0,41.0,15.0,24.83206631,44.17085032,5.88509677,52.0810886,mothbeans,41.0,,Organic Manure,0.0822733333333333,0.0373801878324507
19.0,36.0,22.0,25.44689075,58.55363573,6.16496284,57.04826619,mothbeans,41.0,,Organic Manure,0.1052333333333333,0.0259320124939805
4.0,46.0,15.0,31.01274943,62.40392519,3.504752314,63.77192383,mothbeans,41.0,,Organic Manure,0.0621833333333333,0.0061028076416516
21.0,39.0,20.0,27.06179658,52.3003173,7.388007482999999,60.74583498,mothbeans,41.0,,Organic Manure,0.1093333333333333,0.0305193986500892
35.0,57.0,25.0,27.0956288,42.26206161,8.340398059,71.12710390000002,mothbeans,41.0,,Organic Manure,0.1119299999999999,0.0595584437864511
22.0,55.0,24.0,28.56800579,57.30636014,8.66077954,64.53027638,mothbeans,41.0,,Organic Manure,0.0966233333333333,0.0339645900714499
35.0,51.0,17.0,28.79929247,49.84213387,3.558822825,40.85534718,mothbeans,41.0,,Organic Manure,0.0985366666666666,0.0342103187811078
17.0,56.0,17.0,27.94293692,45.41393636,5.9565851,69.66289997,mothbeans,41.0,,Organic Manure,0.0861,0.0283328747850207
28.0,57.0,17.0,30.47757686,61.58245338,9.416003106,61.86633917,mothbeans,41.0,,Organic Manure,0.0975799999999999,0.041443136938744
22.0,36.0,16.0,30.58139475,50.77148138,8.18422855,64.58559639,mothbeans,41.0,,Organic Manure,0.0707933333333333,0.0339937069692505
11.0,41.0,19.0,26.85911286,41.81420849,5.131779302,44.13827124,mothbeans,41.0,,Organic Manure,0.0679233333333333,0.0116157745885131
38.0,38.0,18.0,26.31051759,61.18749126,6.294130312999999,35.73403813,mothbeans,41.0,,Organic Manure,0.1284666666666666,0.0324867199350563
23.0,37.0,24.0,28.77833449,44.2252605,7.991902443,33.95825723,mothbeans,41.0,,Organic Manure,0.08036,0.018685873356573
25.0,35.0,20.0,28.90245417,43.35365671,8.923095695,71.90018566,mothbeans,41.0,,Organic Manure,0.0765333333333333,0.0430041325524905
40.0,45.0,20.0,29.37687468,57.69622912,6.878498176,38.34303462,mothbeans,41.0,,Organic Manure,0.1435,0.0366932892454111
23.0,58.0,19.0,24.17093241,58.25204566,5.243634848999999,59.18953429,mothbeans,41.0,,Organic Manure,0.0956666666666666,0.0325696379023947
2.0,56.0,23.0,26.65333029,59.79023382,7.550090941,36.91852635,mothbeans,41.0,,Organic Manure,0.0774899999999999,0.0017665035896353
3.0,56.0,17.0,28.19912143,53.50567601,8.709291687999999,52.13580529,mothbeans,41.0,,Organic Manure,0.0727066666666666,0.0037419459671898
26.0,51.0,25.0,28.76488954,52.62741529,7.792508067999999,55.21606732,mothbeans,41.0,,Organic Manure,0.0975799999999999,0.0343462234278016
39.0,42.0,20.0,29.3499706,61.25353851,8.055908857999999,40.82840673,mothbeans,41.0,,Organic Manure,0.0966233333333333,0.0380949327201126
27.0,59.0,20.0,28.00937423,52.60950014,4.397698806,36.01203025,mothbeans,41.0,,Organic Manure,0.1014066666666666,0.0232622405184443
24.0,45.0,19.0,26.85851927,48.8246387,5.9523849570000005,34.7426459,mothbeans,41.0,,Organic Manure,0.0841866666666666,0.0199486863957498
7.0,40.0,17.0,31.2123945,40.92604945,8.532078732999999,53.78769958,mothbeans,41.0,,Organic Manure,0.0612266666666666,0.0090078507522023
15.0,45.0,23.0,24.20422636,61.43378674,7.224193642,46.0203959,mothbeans,41.0,,Organic Manure,0.1134333333333333,0.0165151217947635
26.0,52.0,23.0,29.98835437,49.60384796,4.931890506,52.92929636,mothbeans,41.0,,Organic Manure,0.0966233333333333,0.0329237761197529
20.0,45.0,16.0,29.93964907,54.61813464,4.626212446,45.43669946,mothbeans,41.0,,Organic Manure,0.0774899999999999,0.0217408712190578
34.0,54.0,24.0,31.2119298,41.55934359,5.026003659,68.80141783,mothbeans,41.0,,Organic Manure,0.1071466666666666,0.0559649959231888
19.0,51.0,25.0,26.80474415,48.23991436,3.5253661,43.87801983,mothbeans,41.0,,Organic Manure,0.0908833333333333,0.0199453100757361
29.0,41.0,21.0,31.49398069,62.84916863,8.86979671,64.56807592,mothbeans,41.0,,Organic Manure,0.0870566666666666,0.0447977306489562
20.0,50.0,22.0,30.99694676,46.42693735,9.406887533,38.31597852,mothbeans,41.0,,Organic Manure,0.0880133333333333,0.0183336986298675
11.0,40.0,23.0,29.61253065,63.04749127,5.80428611,50.1978269,mothbeans,41.0,,Organic Manure,0.0707933333333333,0.013210454911863
15.0,54.0,15.0,29.97604322,57.03184356,8.35495812,44.86052932,mothbeans,41.0,,Organic Manure,0.08036,0.0160988859615039
35.0,55.0,22.0,30.88883074,52.62696801,8.634929739,55.51932414,mothbeans,41.0,,Organic Manure,0.1071466666666666,0.0464892335628183
9.0,59.0,25.0,30.39321309,60.16299493,7.699200949,35.37493212,mothbeans,41.0,,Organic Manure,0.08897,0.0076169007373962
40.0,45.0,18.0,30.43683729,55.20522037,5.261285926,30.92014047,mothbeans,41.0,,Organic Manure,0.0985366666666666,0.0295897721455426
35.0,38.0,19.0,25.32688786,63.18180319,9.112771682,32.71129281,mothbeans,41.0,,Organic Manure,0.0880133333333333,0.0273908761524385
14.0,58.0,17.0,30.53684308,59.96664731,4.605700542,33.48919022,mothbeans,41.0,,Organic Manure,0.0851433333333333,0.011216900134024
40.0,55.0,18.0,30.38257873,40.5926071,7.115994051,47.95406479,mothbeans,41.0,,Organic Manure,0.1544333333333333,0.0458907957408994
18.0,36.0,23.0,24.01825377,53.76623369,7.214078621,35.03404425,mothbeans,41.0,,Organic Manure,0.1052333333333333,0.0150870020938317
35.0,52.0,15.0,28.69841277,61.14754363,9.93509073,65.67591794,mothbeans,41.0,,Organic Manure,0.0975799999999999,0.0549938807047796
4.0,59.0,22.0,29.33743412,49.00323081,8.914074888,42.44054315,mothbeans,41.0,,Organic Manure,0.0813166666666666,0.0040614498590651
22.0,51.0,16.0,27.96583691,61.34900107,8.639586199,70.10472076,mothbeans,41.0,,Organic Manure,0.0851433333333333,0.0368986193188665
33.0,47.0,17.0,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans,41.0,,Organic Manure,0.0927966666666666,0.0504640949908522
2.0,51.0,17.0,25.87682261,45.96341933,5.838508699,38.53254678,mothbeans,41.0,,Organic Manure,0.0669666666666666,0.0018437323732631
16.0,51.0,21.0,31.01963639,49.97675220000001,3.532008668,32.81296548,mothbeans,41.0,,Organic Manure,0.0841866666666666,0.0125604626268084
19.0,55.0,20.0,27.43329405,87.80507732,7.18530147,54.73367631,mungbean,41.0,,Organic Manure,0.1284666666666666,0.024879886326172
8.0,54.0,20.0,28.3340432,80.77275974,7.034214276,38.7976407,mungbean,41.0,,Organic Manure,0.1120666666666666,0.0074256670936633
36.0,55.0,20.0,27.01470397,84.34262707,6.635968697999999,55.296354,mungbean,41.0,,Organic Manure,0.1517,0.0476254584041783
10.0,56.0,16.0,28.17432665,81.04554836,6.828187498999998,36.35720652,mungbean,41.0,,Organic Manure,0.1120666666666666,0.0086982258199879
22.0,56.0,17.0,29.87888063,87.32761241,6.89077995,44.75215854,mungbean,41.0,,Organic Manure,0.1298333333333333,0.0235546599966946
9.0,57.0,24.0,29.89232778,89.71503316,7.165121108999998,42.99498978,mungbean,41.0,,Organic Manure,0.1229999999999999,0.0092576451666029
34.0,59.0,23.0,28.56212158,83.24855855,6.935804256,56.48265193,mungbean,41.0,,Organic Manure,0.1585333333333333,0.045944567491384
31.0,51.0,25.0,27.53592929,85.57019009999998,7.196774236,53.01899249,mungbean,41.0,,Organic Manure,0.1462333333333333,0.0393217951009242
0.0,49.0,18.0,29.68361658,87.93598094,6.990095452,41.82490236,mungbean,41.0,,Organic Manure,0.0915666666666666,0.0
21.0,39.0,20.0,28.14448546,82.1193047,7.064782137999999,46.75690086,mungbean,41.0,,Organic Manure,0.1093333333333333,0.0234911989844055
28.0,35.0,22.0,29.53037621,86.73346018,7.156563094,59.87232071,mungbean,41.0,,Organic Manure,0.1161666666666666,0.0401073801895191
17.0,52.0,17.0,27.88352946,86.45147631,6.364967184,44.64407105,mungbean,41.0,,Organic Manure,0.1175333333333333,0.0181573674868249
24.0,42.0,23.0,28.22471276,82.35916228,6.428054409,44.01206619,mungbean,41.0,,Organic Manure,0.1216333333333333,0.0252710432181935
28.0,46.0,16.0,29.008124,84.96089355,6.664187809,45.91011391,mungbean,41.0,,Organic Manure,0.1229999999999999,0.0307543514481635
21.0,38.0,21.0,29.75538903,86.45193297,6.637677489,37.54602719,mungbean,41.0,,Organic Manure,0.1093333333333333,0.0188635512527891
34.0,60.0,25.0,29.78416743,85.16906976,6.79385576,40.77872823,mungbean,41.0,,Organic Manure,0.1626333333333333,0.0331705571065958
19.0,53.0,22.0,27.8640132,80.4513142,6.852884642999999,42.83053902,mungbean,41.0,,Organic Manure,0.1284666666666666,0.0194691643965378
